ranking,ISBN,description,author,avg_rating,title,num_ratings,score,awards,voted,year,pages
5741,9780679813477,"Young Tom Messenger has been taking care of Bonfire, the second son of the famous Black Stallion, since Bonfire’s birth. Tom has earned the trust of Jimmy Creech, the veteran driver who owns Bonfire, and Tom is eager to work with the young colt, building his strength and endurance.,But suddenly Jimmy’s health takes a bad turn, and Tom must pick up Bonfire’s reins himself. T",Walter Farley,4.10,"The Black Stallion's Blood Bay Colt (The Black Stallion, #6)","4,770",70,None,,1950,295
5741,9780671542856,"The story of El Cordobes, the matador who rose to fame in Spain in the early 1960's.,Perhaps one of the best biographies I have ever read, this book tells the story ,of the fabled Spanish bullfighter Manuel Benitez “El Cordobes”! Born in strict poverty, ,this youngser defied all the odds in becoming perhaps the most famous modern day ""toreador""!,His phenominal rise to fame is",Larry Collins,4.36,Or I'll Dress You in Mourning: The Story of El Cordobes and the New Spain He Stands For,,70,None,,1967,0
5741,9780385722209,"In this enchanting tale about the magic of reading and the wonder of romantic awakening, two hapless city boys are exiled to a remote mountain village for reeducation during China's infamous Cultural Revolution. There they meet the daughter of the local tailor and discover a hidden stash of Western classics in Chinese translation. As they flirt with the seamstress and secr",Dai Sijie,3.63,Balzac and the Little Chinese Seamstress,"45,106",70,"Independent Foreign Fiction Prize Nominee for Shortlist (2002),IMPAC Award Nominee (2003),Prix des libraires du Québec for Lauréats hors Québec (2001),Prix Relay du Roman d'Evasion (2000),Scott Moncrieff Prize for Ina Rilke (2002)",,2000,184
5741,9780486200101,"Classic introduction to objectives & methods of schools of empiricism & linguistic analysis, especially of the logical positivism derived from the Vienna Circle. Topics: elimination of metaphysics, function of philosophy, nature of philosophical analysis, the a priori, truth & probability, critique of ethics & theology, self & the common world etc.,Intro",A.J. Ayer,3.74,"Language, Truth, and Logic","3,214",70,None,,1936,160
5741,9780553593716,"Long ago, in a time forgotten, a preternatural event threw the seasons out of balance. In a land where summers can last decades and winters a lifetime, trouble is brewing. The cold is returning, and in the frozen wastes to the north of Winterfell, sinister and supernatural forces are massing beyond the kingdom's protectiv",George R.R. Martin,4.45,"A Game of Thrones (A Song of Ice and Fire, #1)","1,537,711",70,"Nebula Award Nominee for Best Novel (1997),Locus Award for Best Fantasy Novel (1997),World Fantasy Award Nominee for Best Novel (1997),Premio Ignotus for Novela extranjera (2003)",,1996,807
5741,9780803262591,"How do you live in Algeria when you grow up speaking French, with a French mother? How do you live in France when you’ve spent your childhood in Algeria with an Algerian father? , is the story of a girl whose father calls her Brio, whose alter ego is Amine, and whose mother is a blue-eyed blond. But who is she? Born five years after Algerian independence in 1967, she",Nina Bouraoui,3.54,Tomboy,,70,None,,2000,129
5260,9781557506634,"In the spring of 1974, Second Lieutenant Hiroo Onoda of the Japanese Army made world headlines when he emerged from the Philippine jungle after a thirty-year ordeal. Hunted in turn by American troops, the Philippine police, hostile islanders, and successive Japanese search parties, Onoda had skillfully outmaneuvered all his pursuers, convinced that World War II was still b",Hiroo Onoda,4.12,No Surrender,,78,None,,1974,224
5741,9781559213240,Action in Thirkells second Barsetshire novel centres around the extended family of the Leslies of Rushwater House. Lady Emily reigns behind a self-generated thicket of confusion and turmoil. There is no event so settled that Lady Emily cannot throw it into chaos at the last moment. Mr Leslie has been known to take off on a cruise to the 'Northern capitals of Europe' when i,Angela Thirkell,3.74,Wild Strawberries,,70,None,,1934,227
5135,9780413774200,Not that big...or particularly red. Pages of silliness based on the original television series.,Graham Chapman,4.17,Monty Python's Big Red Book,,80,None,2,1972,64
5135,9780441102679,"The desert planet Arrakis, called Dune, has been destroyed. Now, the Bene Gesserit, heirs to Dune's power, have colonized a green world--and are turning it into a desert, mile by scorched mile.,Here is the last book , wrote before his death. A stunning climax to the epic Dune legend that will live on forever...",Frank Herbert,3.89,Chapterhouse: Dune (Dune Chronicles #6),"38,655",80,Prometheus Award Nominee for Best Libertarian Science Fiction Novel (1986),,1985,436
5135,9780586045442,"The classic novel of the Second World War that relates in devastating detail the 24-hour story of an allied bombing raid.,Bomber is a novel of war. There are no victors, no vanquished. There are simply those who remain alive, and those who die.,Bomber follows the progress of an Allied air raid through a period of twenty-four hours in the summer of 1943. It portrays all the p",Len Deighton,4.10,Bomber,"1,892",80,Man Booker Prize Nominee for The Lost Man Booker Prize Longlist (1970),,1971,576
5741,9780486217994,"It is almost impossible to envision what childhood would be like without the enchanting world of fairyland. Princes and princesses, kings and queens, giants and dwarfs, monsters and magicians, fairies and ogres — these are the companions who thrill young boys and girls of all lands and all times, as Andrew Lang's phenomenally successful collections of stories have proved.",Andrew Lang,4.16,The Crimson Fairy Book,,70,None,,1903,384
5135,9780060521226,None,Sid Fleischman,3.54,The Whipping Boy,"19,899",80,"Newbery Medal (1987),Rebecca Caudill Young Reader's Book Award Nominee (1989),Nene Award (1992),Dorothy Canfield Fisher Children's Book Award Nominee (1988),Charlie May Simon Children's Book Award (1988)",,1986,96
5135,9780679439998,"Beautifully illuminated with drawings and paintings by noted artist Mary Frank, Williams, one of the West's most intense and lyrical writers, invokes the lure and drama of the landscape. This is an incandescent meditation--in word and image--on the physical vastness and beauty of the desert and the spiritual place one woman finds for herself there.",Terry Tempest Williams,4.18,Desert Quartet: An Erotic Landscape,,80,None,,1995,62
5135,9780064405454,"It's the trip of a lifetime. Betsy Ray, 21 years old, is heading off for a solo tour of Europe. From the moment she casts off, her journey is filled with adventure - whether she's waltzing at the captain's ball, bartering for beads in Madeira, or sipping coffee at a bohemian cafe in Munich.",Maud Hart Lovelace,4.16,"Betsy and the Great World (Betsy-Tacy, #9)","4,333",80,None,,1952,321
5135,9780806511535,"Many thousands of readers consider Philip K. Dick the greatest science fiction mind on any planet. Since his untimely death in 1982, interest in his works has continued to mount, and his reputation has been further enhanced by a growing body of critical attention. Dick won the prestigious Hugo Award for best novel of 1963 for ""The Man in the High Castle, "" and in the last",Philip K. Dick,4.22,The Collected Stories of Philip K. Dick 1: The Short Happy Life of the Brown Oxford,"4,426",80,None,,1987,432
5135,9780064405102,"Meet Rose Wilder, Laura Ingalls Wilder's daughter, and the last of the Little House girls.Going fishing for the first time, starting in a new school, saving the farmhouse from a fire-these are the elements of young Rose Wilder's first year at Rocky Ridge Farm. She has moved there with her parents, Laura and Almanzo, to begin a new life in the Missouri Ozarks. Rose feels ou",Roger Lea MacBride,4.03,"Little Farm in the Ozarks (Little House: The Rocky Ridge Years, #2)","8,520",80,None,2,1994,304
5690,9780140168112,"Tristessa is the name with which Kerouac baptized Esperanza Villanueva, a Catholic Mexican young woman, a prostitute and addict to certain drugs, whom he fell in love with during one of his stays in Mexico -a country that he frequently visited - by the middle of the fifties. Wrapped in a spiritual atmosphere that expresses the yearnings of Kerouac to find himself, ""Tristes",Jack Kerouac,3.69,Tristessa,"4,624",71,None,,1960,96
5690,9780671826581,"This is the 6th Pocket printing.,Cover Artist: Harry Bennett",Larry Niven,3.82,"Inferno (Inferno, #1)","4,788",71,"Hugo Award Nominee for Best Novel (1976),Nebula Award Nominee for Novel (1976),Ditmar Award Nominee for Best International Long Fiction (1976)",,1975,237
5690,9780743437370,"Four Girls With Dark Secrets To Share. , Four Extraordinary , Bestesellers -- Together For The First Time. ",V.C. Andrews,3.86,"The Wildflowers (Wildflowers, #1-4)","2,557",71,None,,1999,592
5690,9780140061406,"For years, it had been what is called a “deteriorating situation.” Now all over South Africa the cities are battlegrounds. The members of the Smales family—liberal whites—are rescued from the terror by their servant, July, who leads them to refuge in his village. What happens to the Smaleses and to July—the shifts in character and relationships—gives us an unforgettable lo",Nadine Gordimer,3.54,July's People,"5,165",71,Premio Grinzane Cavour Nominee for Narrativa Straniera (1985),2,1981,160
5135,9783404123681,"Im Jahre 1249 führt der französische König Ludwig ein gewaltiges Kreuzfahrerheer nach Ägypten. Zwei Kinder kreuzen seinen Weg, Roç und Yezabel aus dem sagenumwobenen Geschlecht der Gralshüter. Noch hat sich ihre Mission, gelenkt von einem geheimen Orden, der den Weltfrieden zwischen Orient und Okzident anstrebt, nicht erfüllt. Vor der Kulisse von Sultanspalästen und Kreuzr",Peter Berling,3.93,"Das Blut der Könige (Grail Cycle, #2)",,80,None,,1993,1055
5690,9780571212712,"A man who dies and goes to Heaven nowadays expects something a little more sophisticated than gold streets and angels playing harps. He wants a place designed for his own individual needs and tastes – somewhere that allows for personal development and rich human relations – somewhere you can win. Here’s Howard Baker’s heaven. It may be yours.,Long regarded as a classic in G",Michael Frayn,3.56,Sweet Dreams,,71,None,,1973,176
5690,9780449002469,"Darius Santiago is the King's most trusted spy. He is charming, ruthless, and he has one weakness--the stunning Princess Serafina. She is all he has ever wanted and everything he cannot have. Serafina has always worshiped Darius, knowing that de",Gaelen Foley,3.90,Princess (Ascension Trilogy #2),"1,607",71,None,,1999,389
5319,9780345383273,"Danger stalked Queen Ehlana's realm. When an ambasador from the far-off Tamul Empire begged for help, Sparhawk, Ehlana's champion and Prince Consort, was the Emperor's last hope. For surely the knight who had killed the evil God Azash could prevail against the terror in Tamul. But waiting for him was a glittering court seething with corruption, treachery--and the greatest",David Eddings,3.99,"Domes of Fire (The Tamuli, #1)","23,912",77,None,,1992,471
5690,9780765361172,"Tom Wallace lived an ordinary life, until a chance event awakened psychic abilities he never knew he possessed. Now he's hearing the private thoughts of the people around him-and learning shocking secrets he never wanted to know. But as Tom's existence becomes a waking nightmare, even greater jolts are in store as he becomes the unwilling recipient of a compelling message",Richard Matheson,3.89,A Stir of Echoes,"9,909",71,None,,1958,224
5319,9780006280835, is a partial autobiography describing Lewis' conversion to Christianity. The book overall contains less detail concerning specific events than typical autobiographies. This is because his purpose in writing wasn't primarily historical. His aim was to identify & describe the events surrounding his accidental discovery of &amp,C.S. Lewis,4.13,Surprised by Joy: The Shape of My Early Life,"38,325",77,None,2,1955,185
5319,9780006514053,"Available only in Bangalore. ,The book is in good condition.",Jeffrey Archer,3.91,Collected Short Stories,"2,148",77,None,,1997,710
5566,9780743239738,"Joe Buck, naively charming Texan cowboy, seeks his fortune in the Big Apple, but encounters Ratso Rizzo, a sleazy, small-time con man with big dreams. Living on the fringe of society, these two outcasts develop an unlikely bond. This is the book on which the Academy Award-winning film was based.",James Leo Herlihy,3.91,Midnight Cowboy,"1,578",73,None,2,1965,260
5319,9780394708218,"Benché il successo di Barabba e il Premio Nobel nei 1951 l’avessero fatto conoscere al grande pubblico anche italiano, Pär Lagerkvist è stato in seguito quasi dimenticato; lasciato in disparte dai flussi delle mode. Ma la scarna semplicità della sua lingua, la linearità delle narrazioni, la capacità di costruire storie che, come Misteri medievali, hanno per soggetto le avv",Pär Lagerkvist,3.92,Pilgrim at Sea,,77,None,,1962,
5319,9780670869756,"Synopsis A Course in Miracles is a classic in modern spirituality. The landmark guide is in as much demand today as it was when it was first published in 1975. This updated text is split into three volumes which include the text, workbook for students and manual for teachers. Although the course is Christian in statement, it deals with universal spiritual themes, and is de",Foundation for Inner Peace,4.17,A Course in Miracles,"23,575",77,None,,1975,1312
5319,9780679743538,"For the first time in paperback--a volume of thirty-seven diabolically inventive stories, fables, and ""impossible interviews"" from one of the great fantasists of the 20th century, displaying the full breadth of his vision and wit.  Written between 1943 and 1984 and masterfully translated by Tim Parks, the fictions in , display all of Calvino's dazzling gi",Italo Calvino,3.96,Numbers in the Dark and Other Stories,"2,006",77,None,,1993,288
5319,9788804496069,"I nazisti occupano Parigi, l'esercito francese è in rotta, la Francia, sbandata, sembra destinata a scomparire dalla carta geografica, inglobata in un Europa dominata da Hitler. Tutti si trovano improvvisamente a dover scegliere tra la vita e la morte, tra la degradazione e l'eroismo. Ne ""La morte dell'anima"" Jean-Paul Sartre delinea il percorso di un gruppo di intellettua",Jean-Paul Sartre,3.88,La morte nell'anima,"1,595",77,None,,1949,364
5566,9780140037470,"""Suicide,"" writes the notes English poet and critic A. Alvarez, ""has permeated Western culture like a dye that cannot be washed out."" Although the aims of this compelling, compassionate work are broadly cultural and literary, the narrative is rooted in personal experience: it begins with a long memoir of Sylvia Plath, and ends with an account of the author's own suicide at",Al Álvarez,3.97,The Savage God: A Study of Suicide,,73,None,,1971,320
5260,9780590224734,"Kristy thinks the Baby-sitters Club is a great idea. She and her friends Claudia, Stacey, and Mary Anne all love taking care of kids. A club will give them the chance to have lots of fun - and make tons of money.,But nobody counted on crank calls, uncontrollable two-year-olds, wild pets, and parents who don't always tell the truth. And then there's Stacey, who's acting more",Ann M. Martin,3.95,"Kristy's Great Idea (The Baby-Sitters Club, #1)","24,431",78,None,,1986,153
5260,,"Hiroshima-born Sadako is lively and athletic--the star of her school's running team. And then the dizzy spells start. Soon gravely ill with leukemia, the ""atom bomb disease,"" Sadako faces her future with spirit and bravery. Recalling a Japanese legend, Sadako sets to work folding paper cranes. For the legend holds that if a sick person folds one thousand cranes, the gods w",Eleanor Coerr,4.10,Sadako and the Thousand Paper Cranes,"17,031",78,"West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (1981),Dorothy Canfield Fisher Children's Book Award Nominee (1979)",2,1977,80
5260,9780590762540,"""The Threat"" is a new Animorph named David. At first he's a valuable warrior. But as crucial battle plans unfold, the Animorphs realize they've made a terrible mistake.",K.A. Applegate,3.83,"The Threat (Animorphs, #21)","2,455",78,None,,1998,158
5319,,ﺷﺮﻭﺣﺎﺕ ﻭﺭﻭﺍﻳﺔ ﻟﻢ ﺗﻜﺘﺐ ﺑﻌﺪ,Virginia Woolf,3.41,جيوب مثقلة بالحجارة ورواية لم تكتب بعد,,77,None,,1920,157
5319,9781556610028,"As graduation nears, Josh Jones worries that he is the only member of his class not to know what he wants to do with his life.",Janette Oke,4.03,Winter Is Not Forever (Seasons of the Heart #3),"2,803",77,None,,1988,218
5319,9780316075022,"A ghost cat tells three children, the latest inhabitants of an old house, all about the people who passed through and the events which took place in the house during her previous eight lives.",Peggy Bacon,4.54,The Ghost of Opalina,,77,Dorothy Canfield Fisher Children's Book Award Nominee (1969),,1967,243
5260,,رواية,نجيب محفوظ,3.60,عصر الحب,"1,188",78,None,,1980,148
5260,9780375725029," is a satire of London literary society between the Wars. Social climber Alroy Kear is flattered when he is selected by Edward Driffield's wife to pen the official biography of her lionized novelist husband, and determined to write a bestseller. But then Kear discovers the great novelist's voluptuous muse (and unlikely first wife), Rosie. The lively, loving he",W. Somerset Maugham,3.76,Cakes and Ale,"4,951",78,None,,1930,308
5260,9780394708195,None,Pär Lagerkvist,3.88,The Holy Land,,78,None,,1964,85
5260,9780345367693,"After a long spell of exile, Sparhawk, Pandion Knight and the Queen's champion returns to native land to find it overrun with evil and intrigue - and his young queen greviously ill. Indeed, Ehlana lies magically entombed within a block of crystal, doomed to die unless a cure can be found within a year.",David Eddings,3.94,"The Diamond Throne (The Elenium, #1)","28,597",78,None,,1989,435
5260,9780194232630,"Without, the night was cold and wet, but in the small parlour of Laburnam Villa the blinds were drawn and the fire burned brightly. Father and son were at chess, the former, who possessed ideas about the game involving radical changes, putting his king into such sharp and unnecessary perils that it even provoked comment from the white-haired old lady knitting placidly by t",Diane Mowat,3.85,The Monkey's Paw (Oxford Bookworms),"18,462",78,None,,1902,30
5260,9780140314502,Tom dislikes spending the summer on his aunt's farm until he discovers a black fox in the forest and tracks her to her den.,Betsy Byars,3.71,The Midnight Fox,,78,Lewis Carroll Shelf Award (1970),,1968,144
5260,9788125013778,"കാലതതിനറെ മറുകര തേടുനന മനുഷയനറെ ജീവിതേതിഹാസമാണ ഈ നോവല. കടനനു പോകുനന ഓരോ പാതയിലും തനറെ ഒരടയാളമെങകിലും അവശേഷിപപികകാന ആഗരഹികകുനന മനുഷയന ഒടുവില മുനനില കാണുനനത രകതം വാരനനു തീരനന മണണിനറെ മൃതശരീരമാണ. അയാളകകു കൂടടായി സവനതം നിഴല മാതരം അവശേഷികകുനനു. പചചയും ഈർപപവും അലഞഞകലുനന നാടിനറെ കഥയെ മനുഷയകഥയിൽ മനോഹരമായി ലയിപപിചചിരിപപികകുനന ഈ നോവലിലെ നായകൻ, എങകിലും, ഉദയതതിനറെ ഗോപുരങങലിലേകകു നോകകു",M.T. Vasudevan Nair,3.84,കാലം | Kaalam,"1,258",78,Kendra Sahitya Akademi Award (1970),,1969,235
5741,,None,Katerina Gogou,4.42,Ιδιώνυμο,,70,None,,1980,47
5741,9780753826164,"The ship carrying the devout to Jerusalem has run into rough waters. Onboard is Manuila, controversial leader of the “Foundlings,” a sect that worships him as the Messiah. But soon the polarizing leader is no longer a passenger or a prophet but a corpse, beaten to death by someone almost supernaturally strong. But not everything is as it seems, and someone else sailing has",Boris Akunin,3.78,"Pelagia and the Red Rooster (Sister Pelagia Mysteries, #3)",,70,None,,2000,
5741,9780441073733,"The reptilian Tzen have battled their way to dominance in a hostile environment, honing their skills as fierce warriors and master strategists to a razor's edge. They will need these abilities and more when The Enemy swarms toward the planet of Tzen. Previous publisher: Dell.",Robert Lynn Asprin,3.60,The Bug Wars,,70,None,,1979,217
5741,9780060934439,"He was known as ""the Leopard,"" and for the thirty-two years of his reign Mobutu Sese Seko, president of Zaire, showed all the cunning of his namesake, seducing Western powers, buying up the opposition, and dominating his people with a devastating combination of brutality and charm. While the population was pauperized, he plundered the country's copper and diamond resources",Michela Wrong,3.98,In the Footsteps of Mr. Kurtz: Living on the Brink of Disaster in Mobutu's Congo,"2,254",70,None,,2000,338
5741,9780449902929,"Dynamic and inspirational, FEEL THE FEAR AND DO IT ANYWAY is filled with concrete techniques to turn passivity into assertiveness. Dr. Susan Jeffers, teaches you how to stop negative thinking patterns and reeducate your mind to think more positively. You will learn: the vital 10-Step Positive Thinking Process; how to risk a little every day; how to turn every decision into",Susan  Jeffers,4.02,Feel the Fear and Do It Anyway,"21,123",70,None,,1987,240
5741,9780141396804,"A pair of lovers – a young female journalist and an older man who owns an isolated farm in the Brazilian outback – spend the night together. The next day they proceed to destroy each other. Amid vitriolic insults, cruelty and warring egos, their sexual adventure turns into a savage power game. This intense, erotic cult novel by one of B",Raduan Nassar,3.49,A Cup of Rage,"1,113",70,"Prêmio Jabuti for Livro Brasileiro Publicado no Exterior (2017),Man Booker International Prize Nominee for Longlist (2016)",,1978,47
5741,9780679756606,"From one of America's most acclaimed directors comes a book that is both a professional memoir and a definitive guide to the art, craft, and business of the motion picture. Drawing on 40 years of experience on movies ranging from , to ,, Lumet explains the painstaking labor that results in two hours of screen magic.",Sidney Lumet,4.21,Making Movies,"3,754",70,None,,1995,240
5135,9780811213462,"One of the late Shusaku Endo’s finest works, , tells of the journey of some of the first Japanese to set foot on European soil and the resulting clash of cultures and politics.",Shūsaku Endō,3.92,The Samurai,"1,524",80,None,,1980,272
5135,9780060915438,"In 1975 Annie Dillard took up residence on an island in Puget Sound in a wooded room furnished with ""one enormous window, one cat, one spider and one person."" For the next two years she asked herself questions about time, reality, sacrifice death, and the will of God. In , she writes about a moth consumed in a candle flame, about a seven-year-old girl burned in",Annie Dillard,4.22,Holy the Firm,"3,456",80,Washington State Book Award (1978),,1977,76
5135,9780140188516,"The Viking Press, 1981.",Marianne Moore,4.01,Complete Poems,"2,678",80,"Pulitzer Prize for Poetry (1952),National Book Award for Poetry (1952)",2,1967,320
5741,9781888952292,"Stained Glass offers an intricate plot involving the restoration of war-damaged windows in a fabled German chapel. When Blackford Oakes takes a sabbatical from his work as a CIA spy, he ends up in the arms of a beautiful KGB agent -- and on the horns of a dilemma. He must betray her or pull the switch on an old friend who is rallying support for a reunited Germany.",William F. Buckley Jr.,3.74,Stained Glass,,70,National Book Award for Mystery (Paperback) (1980),,1978,273
5741,9780099411864,"1832- in a period of English History that never happened. Good King James III is on the throne and the country is ravaged by wolves which have migrated through the newly-opened Channel Tunnel. When Sylvia and Bonnie (both orphans) fall into the hands of evil Miss Slighcarp, they must use all their wits to escape unscathed - for the governess is more cruel and merciless tha",Joan Aiken,4.08,"The Wolves of Willoughby Chase (The Wolves Chronicles, #1)","15,420",70,None,,1962,192
5074,9780198249085,"Challenging, with several powerful arguments, some of our deepest beliefs about rationality, morality, and personal identity, Derek Parfit claims that we have a false view about our own nature. It is often rational to act against our own best interests, he argues, and most of us have moral views that are self-defeating. We often act wrongly, although we know there will be",Derek Parfit,4.24,Reasons and Persons,"1,009",81,None,,1984,543
5074,9780142437278,"First published to critical acclaim in 1929, , firmly established Nella Larsen's prominence among women writers of the Harlem Renaissance. The Modern Library is proud to present Passing — an electrifying story of two women who cross the color line in 1920s New York—together with a new Introduction by the Obie Award- winning",Nella Larsen,3.81,Passing,"13,375",81,None,,1929,122
5135,9780060976491,"Dr. Laura Schlessinger is the incredibly popular and controversial psychotherapist who hosts a nationally syndicated, top-rated midday radio talk show. She has strong convictions and doesn't hesitate to voice them to callers. She urges women emphatically to lose a domineering jerk of a lover and pick one of the ""good guys,"" to stay home and parent the babies they've made,",Laura Schlessinger,3.69,Ten Stupid Things Women Do to Mess Up Their Lives,"4,377",80,None,,1994,256
5074,9781559704649,"""In the fact of being born there is such an absence of necessity that when you think about it a little more than usual you are left... with a foolish grin"" -E.M. Cioran,E.M. Cioran confronts the place of today's world in the context of human history. He focuses on such major issues of the twentieth century as human progress, fanaticism, and science.",Emil M. Cioran,4.28,A Short History of Decay,"2,195",81,PEN Translation Prize for Richard Howard (1976),,1949,186
5690,9780006472643,"Born in a burning castle in 1218, Princess Eleyne is brought up to support the Celtic cause against the English. She is taught to worship the old gods and to ""scry"" into the future and the past. Eleyne's second sight, however, involves her in the destinies of England, Scotland and Wales.",Barbara Erskine,4.28,Child of the Phoenix,"1,708",71,None,,1992,1086
5690,9780802151780,"Nexus, the last book of Henry Miller's epic trilogy The Rosy Crucifixion, is widely considered to be one of the landmarks of American fiction. In it, Miller vividly recalls his many years as a down-and-out writer in New York City, his friends, mistresses, and the unusual circumstances of his eventful life.",Henry Miller,4.09,"Nexus (The Rosy Crucifixion, #3)","3,265",71,None,2,1959,316
5135,9780060971175,"In a wonderful twist on her subjects, Pym has written a book that inspects the behavior of a group of anthropologists. She pits them against each other in affairs of the heart and mind.",Barbara Pym,3.97,Less Than Angels,"1,700",80,None,,1955,250
5634,9780345325228,"In 1836, when she was nine years old, Cynthia Ann Parker was kidnapped by Comanche Indians. This is the story of how she grew up with them, mastered their ways, married one of their leaders, and became, in every way, a Comanche woman. It is also the story of a proud and innocent people whose lives pulsed with the very heartbeat of the land. It is the story of a way of life",Lucia St. Clair Robson,4.37,Ride the Wind,"4,453",72,Spur Award for Best Historical Novel (1982),,1982,589
5690,9780936085159,"After his father dies, 18 year-old Joey Bishop assumes responsibility for the family diving business. But first he has to convince canneries he is old enough to handle the dangers of the Alaskan sea. Encounters with sharks, octopuses, and riptides become part of the challenge.",Walt Morey,4.00,Deep Trouble,,71,None,,1971,168
5634,9780312384647,"Murder is no laughing matter—especially when it comes to marriage. So before Luanne gets in too deep with her new flame, a dentist named Dick, she’d like her best friend to do a background check. Did Dick murder his two previous wives? That’s what Arkansas bookseller and amateur sleuth Claire Malloy intends to discover…,Everything Claire turns up on this would-be blue-beard",Joan Hess,3.70,"Tickled to Death (Claire Malloy, #9)",,72,None,,1994,336
5634,9780435909635,"An orphaned Masarwa girl comes to Dilepe to teach, only to discover that in this remote Botswana village her people are treated as outcasts. In the love story and intrigue that follow, the author's exploration of racism draws upon her own experiences of growing up in South Africa.",Bessie Head,3.81,Maru,,72,None,,1971,127
5634,9781568490359,"Mario and the Magician is one of Mann's most political stories. Mann openly criticizes fascism, a choice which later became one of the grounds for his exile to Switzerland following Hitler's rise to power. The sorcerer, Cipolla, is analogous to the fascist dictators of the era with their fiery speeches and rhetoric. The story was especially timely, considering the tensions",Thomas Mann,3.42,Mario and the Magician,"1,922",72,None,,1930,47
5634,9781416949671," , With the final battle between the Light and the Dark soon approaching, Will sets out on a quest to call for aid. Hidden within the Welsh hills is a magical harp that he must use to wake the Sleepers - six noble riders who have slept for centuries. , But an illness has robbe",Susan Cooper,4.19,"The Grey King (The Dark Is Rising, #4)","31,155",72,"Newbery Medal (1976),Dorothy Canfield Fisher Children's Book Award Nominee (1977)",,1975,165
5074,9781421976952,"When Dorothy recovered her senses they were still falling, but not so fast. The top of the buggy caught the air like a parachute or an umbrella filled with wind, and held them back so that they floated downward with a gentle motion that was not so very disagreeable to bear. The worst thing was their terror of reaching the bottom of this great crack in the earth, and the na",L. Frank Baum,3.78,"Dorothy and the Wizard in Oz (Oz, #4)","10,015",81,None,2,1908,148
5634,,"""The Thing on the Doorstep"" is a short story written by H.P. Lovecraft, part of the Cthulhu Mythos universe of horror fiction. It was written in August 1933, and first published in the January 1937 issue of Weird Tales.,Daniel Upton, the story's narrator, begins by telling that he has killed his best friend, Edward Derby, and that he hopes his account will prove that he is",H.P. Lovecraft,4.11,The Thing on the Doorstep,"1,502",72,None,,1937,
5566,,"تتناول هذه الدراسة عددا من السياسات ظهرت منذ بداية الثمانينيات على يد المؤسسات المالية فى كثير من بلدان العالم بتحليل سماتها الرئيسية وجذورها فى الاقتصاد العالمى وكيف تعيد هذه السياسات الانماط الاستعمارية وتمنع التخطيط الوطنى والديموقراطية الحقيقية ,كما تكشف عن نظام مالى جديد يتغذى على الفقر الانسانى وتدمير البيئة ويخلق الكثير من المشكلات : العزلة الاجتماعية - تشجيع العنصري",Michel Chossudovsky,3.87,عولمة الفقر,,73,None,,1997,328
5690,9780915778072,None,Allen Ginsberg,4.43,To Eberhart from Ginsberg: A Letter About Howl,,71,None,,1976,45
5566,9780192810656,This second of three volumes tells of the struggle between Stalin and Trotsky and ends with the latter's banishment from Russia.,Isaac Deutscher,4.38,The Prophet Unarmed: Trotsky 1921-29 (Galaxy Book),,73,None,,1959,508
5566,9780812553994,"King, warrior, and lover Brian Boru was stronger, braver, and wiser than all other men--the greatest king Ireland has ever known. Out of the mists of the country's most violent age, he merged to lead his people to the peak of their golden era.,His women were as remarkable as his adventures: Fiona, the druidess with mystical powers; Deirdre, beautiful victim of a Norse invad",Morgan Llywelyn,4.13,Lion of Ireland,"3,293",73,Mythopoeic Fantasy Award Nominee (1981),,1980,576
5566,9781593072933,"The first volume of the crime-comic megahit that introduced the now-infamous character Marv and spawned a blockbuster film returns in a newly redesigned edition, with a brand-new cover by Frank Miller - some of his first comics art in years! It's a lousy room in a lousy part of a lousy town. But Marv doesn't care. There's an a",Frank Miller,4.16,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)","44,752",73,None,,1992,208
5566,9780062501899,"The first volume of the , Trilogy: Intuitive knowledge featuring a startling new view of human evolution.",Ken Carey,4.13,The Starseed Transmissions,,73,None,,1986,112
5566,9780195030686,"A book about the meaning of travel, about how important the topic has been for writers for two and a half centuries, and about how excellent the literature of travel happened to be in England and America in the 1920s and 30s.",Paul Fussell,3.89,Abroad: British Literary Traveling Between the Wars,,73,"National Book Critics Circle Award Nominee for Criticism (1980),National Book Award Finalist for General Nonfiction (Paperback) (1983)",,1979,256
5566,9780304366248,"This is absolutely the best fighter pilot memoir of World War II. Pierre Closterman was a Free French fighter ace and his account of the air war over Britain and France has justly become famous. It contains everything one could wish for: wonderfully observed descriptions of wartime Britain, frighteningly evocative stories of in-the-cockpit action, an amazing cast of charac",Pierre Clostermann,4.49,The Big Show: The Greatest Pilot's Story of World War II,,73,None,,1948,384
5566,9780385483483,"This is Henri Nouwen's ""secret journal."" It was  written during the most difficult period of his life, when he suddenly lost his self-esteem,  his energy to live and work, his sense of being loved, even his hope in God. Although he experienced excruciating anguish and despair, he was still able to keep a journal in which he wrote a spiritual imperative to himself each day",Henri J.M. Nouwen,4.43,The Inner Voice of Love,"3,704",73,None,,1996,144
5566,9780684806976,Book by Bill James,Bill James,4.65,The New Bill James Historical Baseball Abstract,,73,None,,2001,1008
